array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
HCC1195_LUNG	HCC1195_LUNG	called	1	2.21	1	0.45	9	1	0.58	2.22554092849247	1.0895389606131
SW579_THYROID	SW579_THYROID	called	0.98	3.5	1	0.28	14	0.99	0.23	3.52524403673197	1.00384115663241
TE6_OESOPHAGUS	TE6_OESOPHAGUS	called	0.99	2.7	1	0.37	11	0.99	0.33	2.66432212762577	1.04267181510734
MDAMB361_BREAST	MDAMB361_BREAST	called	0.88	2.75	1	0.33	12	0.91	0.19	2.49587528756787	1.1118795239588
NCIH650_LUNG	NCIH650_LUNG	called	1	4.62	2	0.22	19	1	0.28	4.22069581699655	1.09639330638308
HMC18_BREAST	HMC18_BREAST	called	1	3.62	2	0.28	15	1	0.21	3.42122953628967	1.06697639917177
ECC12_STOMACH	ECC12_STOMACH	called	1	2.27	1	0.44	9	1	0.29	2.33964685192599	1.00394229479395
DKMG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	called	1	1.91	0	0.52	7	1	0.16	1.95423732063594	0.995703355900386
ONS76_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.66	2	0.27	15	0.99	0.22	3.78085307031267	0.96022426282971
639V_URINARY_TRACT	639V_URINARY_TRACT	called	1	2.3	0	0.43	9	1	0.59	2.09593551449436	1.05126074406512
ES2_OVARY	ES2_OVARY	called	1	3.23	1	0.31	13	1	0.49	3.25437420288967	0.991198604355121
COLO679_SKIN	COLO679_SKIN	called	1	2.14	0	0.47	8	1	0.19	1.97387773223045	1.06278126335637
RERFLCAD1_LUNG	RERFLCAD1_LUNG	called	1	3.48	1	0.29	14	1	0.33	3.28708120738312	1.04757818897081
HCC1599_BREAST	HCC1599_BREAST	called	0.99	2.46	1	0.4	10	0.99	0.59	2.29320330701328	1.05778250288762
SKCO1_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	called	1	3.68	1	0.27	15	1	0.32	3.18993327611618	1.14516974249346
NCIH1563_LUNG	NCIH1563_LUNG	called	1	3.87	1	0.26	16	1	0.18	3.52542148736538	1.09034878170999
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.04	0	0.48	8	0.99	0.34	2.27038555286154	0.919377155608001
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.03	0	0.49	8	0.99	0.09	1.82202708479382	1.10475994274057
SJSA1_BONE	SJSA1_BONE	called	1	2.05	0	0.49	8	1	0.17	1.84043139878164	1.07846022359646
ECGI10_OESOPHAGUS	ECGI10_OESOPHAGUS	called	0.98	3.66	2	0.27	15	0.99	0.38	3.52524403673197	1.04932605437357
SNU175_LARGE_INTESTINE	SNU175_LARGE_INTESTINE	called	0.99	2.05	0	0.48	8	0.99	0.1	2.03388887853745	1.00924979436672
NUGC4_STOMACH	NUGC4_STOMACH	called	1	2.44	0	0.41	10	1	0.16	2.45960311115695	1.00719100279821
MCF7_BREAST	MCF7_BREAST	called	1	2.02	0	0.49	8	1	0.45	1.95423732063594	1.04169722642251
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.55	1	0.28	14	1	0.21	3.78104338756878	0.921570802169117
SJRH30_SOFT_TISSUE	SJRH30_SOFT_TISSUE	called	0.98	4.93	2	0.2	21	0.99	0.4	4.90350210015116	1.0126036970747
CAL78_BONE	CAL78_BONE	NULL	0.96	7.72	2	0.13	41	0.99	0.37	7.6902220952437	1.08720979764985
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.14	0	0.47	8	1	0.28	2.1814722654982	1.01600782228196
JHOM1_OVARY	JHOM1_OVARY	called	1	2.7	1	0.37	11	1	0.36	2.5092903899363	1.00857302265315
RT11284_URINARY_TRACT	RT11284_URINARY_TRACT	called	1	2.02	0	0.49	8	1	0.35	2.01375270747048	1.03024643650351
HCC1419_BREAST	HCC1419_BREAST	called	1	2.07	0	0.48	8	1	0.36	1.80398841539786	1.07048580193817
JHH4_LIVER	JHH4_LIVER	called	1	3.44	1	0.29	14	1	0.36	3.28708120738312	1.06922378110961
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.08	1	0.32	12	1	0.59	2.69123447234926	1.11222597597963
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.97	2.23	0	0.43	9	0.97	0.21	2.20238484240643	1.03578859388235
SNU1079_BILIARY_TRACT	SNU1079_BILIARY_TRACT	called	0.99	2.8	1	0.35	11	0.99	0.27	2.55985256272269	1.13682198080599
OVISE_OVARY	OVISE_OVARY	called	1	2.88	1	0.35	12	1	0.36	2.55998141832927	1.13032973322002
TC71_BONE	TC71_BONE	called	1	2.05	0	0.49	8	1	0.5	1.95423732063594	1.00382149476061
SNU201_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	called	1	3.32	1	0.3	13	1	0.49	3.28708120738312	0.985035738817586
NB1_AUTONOMIC_GANGLIA	NB1_AUTONOMIC_GANGLIA	called	1	1.97	0	0.51	8	1	0.6	1.63231621995538	1.11959955093501
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.16	0	0.46	8	1	0.3	1.95423732063594	1.07725772118465
KURAMOCHI_OVARY	KURAMOCHI_OVARY	called	1	2.8	1	0.36	11	1	0.37	2.53450917761785	1.11912015646205
HS739T_BREAST	HS739T_BREAST	called	0.96	2	0	0.48	2	0.96	0	1.82062164413275	1.09841649893983
HS688AT_SKIN	HS688AT_SKIN	called	1	2	0	0.5	2	1	0	1.97387773223045	1.01258190350888
HS229T_LUNG	HS229T_LUNG	called	1	2	0	0.5	8	1	0	1.89648087930495	1.05510642709794
HS618T_LUNG	HS618T_LUNG	called	1	2	0	0.5	2	1	0	1.87761057926434	1.06922865712544
HS274T_BREAST	HS274T_BREAST	called	1	2	0	0.5	8	1	0	1.97387773223045	1.01930565178525
TE159T_SOFT_TISSUE	TE159T_SOFT_TISSUE	called	1	2	0	0.5	8	1	0	1.89648087930495	1.05221568187801
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.94	2	0	0.47	8	0.94	0	1.8740926012485	1.06361979355653
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2	0	0.5	8	1	0	1.87761057926434	1.06907427350414
HS737T_BONE	HS737T_BONE	called	1	2	0	0.5	2	1	0	2.01375270747048	1.00124275816302
HS863T_BONE	HS863T_BONE	called	1	2	0	0.5	8	1	0	2.01375270747048	0.9922771332907
HS343T_BREAST	HS343T_BREAST	called	1	2	0	0.5	8	1	0	2.03399125864675	0.988150056676881
HS281T_BREAST	HS281T_BREAST	called	0.91	2	0	0.46	9	0.91	0	2.17410783820933	0.930030052989855
TE617T_SOFT_TISSUE	TE617T_SOFT_TISSUE	called	1	2	0	0.5	8	1	0	1.89648087930495	1.06004001247053
HS840T_UPPER_AERODIGESTIVE_TRACT	HS840T_UPPER_AERODIGESTIVE_TRACT	called	0.97	2	0	0.49	8	0.97	0	1.82128226188641	1.09525137138729
SW1353_BONE	SW1353_BONE	called	0.99	2.06	0	0.48	8	0.99	0.03	1.99361518039577	1.02384311415892
LS180_LARGE_INTESTINE	LS180_LARGE_INTESTINE	called	1	2	0	0.5	2	1	0	1.95423732063594	1.0257883723751
HS600T_SKIN	HS600T_SKIN	called	0.98	2	0	0.49	8	0.98	0	1.95384122257822	1.02357726277609
HS839T_SKIN	HS839T_SKIN	called	0.93	2	0	0.47	8	0.93	0	1.96881001544979	1.01807612572585
HS895T_SKIN	HS895T_SKIN	called	1	2	0	0.5	8	1	0	1.95423732063594	1.02506271801409
HS606T_BREAST	HS606T_BREAST	called	0.99	2	0	0.5	8	0.99	0	1.97377837791065	1.00950890035072
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2	0	0.5	8	1	0	1.9155408290139	1.04850604583163
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2	0	0.5	2	1	0	1.84043139878164	1.09185329786727
HS934T_SKIN	HS934T_SKIN	called	0.98	2	0	0.49	2	0.98	0.01	1.95384122257822	1.02630006375097
BICR56_UPPER_AERODIGESTIVE_TRACT	BICR56_UPPER_AERODIGESTIVE_TRACT	called	1	2.03	0	0.49	8	1	0.05	2.05443321064389	0.986078320881126
DLD1_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	called	0.99	2.02	0	0.49	2	0.99	0	1.8775160705119	1.07010471285654
HUTU80_SMALL_INTESTINE	HUTU80_SMALL_INTESTINE	called	1	1.99	0	0.5	2	1	0	2.13827622049682	0.93272330859941
UMRC6_KIDNEY	UMRC6_KIDNEY	called	1	4.08	2	0.24	2	1	0.17	3.93535069547047	1.01858229609453
MDAPCA2B_PROSTATE	MDAPCA2B_PROSTATE	called	1	2.05	0	0.49	8	1	0.03	2.13827622049682	0.957799019744414
HS675T_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	called	0.98	2	0	0.49	8	0.98	0	1.82174948100942	1.09756180776144
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.09	0	0.48	2	1	0	2.01375270747048	1.03898073986056
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.97	2.01	0	0.48	2	0.97	0.01	1.97297152088735	1.0199584157739
HS172T_URINARY_TRACT	HS172T_URINARY_TRACT	called	1	2	0	0.5	2	1	0	1.82211880039051	1.10447134564274
MESSA_SOFT_TISSUE	MESSA_SOFT_TISSUE	called	0.99	1.93	0	0.51	2	0.99	0.01	1.93469494742958	0.996904579761874
LNCAPCLONEFGC_PROSTATE	LNCAPCLONEFGC_PROSTATE	called	1	1.97	0	0.51	8	1	0.14	1.9155408290139	0.992533264388849
KNS81_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	called	1	1.96	0	0.51	2	1	0	1.76826705143374	1.10392716962116
HS819T_BONE	HS819T_BONE	called	0.99	2	0	0.5	8	0.99	0.02	1.82202708479382	1.08517170349813
COLO668_LUNG	COLO668_LUNG	called	1	3.17	1	0.32	2	1	0.09	3.03435839443568	1.04750839012344
SNUC1_LARGE_INTESTINE	SNUC1_LARGE_INTESTINE	called	0.98	3.31	1	0.3	2	0.99	0.15	3.59645869019528	0.925785462284204
COLO684_ENDOMETRIUM	COLO684_ENDOMETRIUM	called	0.99	2.31	0	0.43	2	0.99	0.02	2.36304174498903	0.977241529101164
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	called	1	2.01	0	0.5	8	1	0.02	2.01375270747048	1.00238173755759
HS742T_BREAST	HS742T_BREAST	called	0.95	2	0	0.48	2	0.95	0	1.85652545460414	1.07231666532369
D341MED_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM	called	0.89	2.19	0	0.41	2	0.9	0.01	1.92219196586857	1.1285995731405
HS821T_BONE	HS821T_BONE	called	0.96	1.99	0	0.48	2	0.96	0.01	1.97225588221813	1.01667894338354
HS822T_BONE	HS822T_BONE	called	0.9	2	0	0.45	2	0.9	0	2.10568216673339	0.955741270722517
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.19	1	0.31	2	1	0.03	2.97427407256307	1.06910300362897
SLR21_KIDNEY	SLR21_KIDNEY	called	0.98	2.19	0	0.45	2	0.98	0.08	2.13784282018824	1.03017630824463
HCT116_LARGE_INTESTINE	HCT116_LARGE_INTESTINE	called	1	2.06	0	0.49	2	1	0.02	1.99371553324308	1.02477621185285
SUIT2_PANCREAS	SUIT2_PANCREAS	called	1	3.8	1	0.26	2	1	0.04	3.63278655575281	1.04155340249755
CHP126_AUTONOMIC_GANGLIA	CHP126_AUTONOMIC_GANGLIA	called	0.99	2.12	0	0.47	2	0.99	0.05	1.97377837791065	1.08270898314382
AZ521_STOMACH	AZ521_STOMACH	called	1	1.99	0	0.5	2	1	0.01	1.93479233440203	1.03486060914671
TE441T_SOFT_TISSUE	TE441T_SOFT_TISSUE	called	0.99	2.06	0	0.48	2	0.99	0.01	2.11689345829185	0.970992230895091
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.08	0	0.48	2	1	0.03	1.9155408290139	1.08088921381611
AN3CA_ENDOMETRIUM	AN3CA_ENDOMETRIUM	called	0.96	2.21	0	0.44	2	0.96	0.03	2.15799166720941	1.0180238164534
HS698T_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	called	1	2	0	0.5	2	1	0	1.95423732063594	1.02598393657212
UOK101_KIDNEY	UOK101_KIDNEY	called	1	3.01	1	0.33	2	1	0.17	2.97427407256307	1.01794396274737
D283MED_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	called	1	2.04	0	0.49	2	1	0.01	1.95423732063594	1.0452605999854
SW1573_LUNG	SW1573_LUNG	called	1	3.48	1	0.29	14	1	0.08	3.25437420288967	1.06929290612868
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.07	0	0.48	2	1	0.06	1.9155408290139	1.08088368819383
HS870T_BONE	HS870T_BONE	called	1	2	0	0.5	8	1	0.16	1.82211880039051	1.09398900201918
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	called	0.92	2.06	0	0.45	2	0.92	0.02	2.08885985052981	0.99075672991074
NUGC2_STOMACH	NUGC2_STOMACH	called	1	5.5	2	0.18	26	1	0.41	4.95303242439512	1.12287349849229
OC316_OVARY	OC316_OVARY	called	0.99	2.96	1	0.33	2	0.99	0.07	2.91523275555487	1.00958562454842
HEPG2_LIVER	HEPG2_LIVER	called	1	2.26	0	0.44	2	1	0.06	2.1814722654982	1.02929582338543
OC314_OVARY	OC314_OVARY	called	0.99	2.95	1	0.34	2	0.99	0.08	2.85750727937528	1.02453571796105
HS729_SOFT_TISSUE	HS729_SOFT_TISSUE	called	1	1.96	0	0.51	8	1	0.78	1.89648087930495	1.04214673967807
NCIH1155_LUNG	NCIH1155_LUNG	called	1	2.08	1	0.48	2	1	0.01	2.07508060767412	1.00267123151712
SW1088_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	called	1	3.78	2	0.26	2	1	0.47	3.35348465254902	1.11618378668788
CAL27_UPPER_AERODIGESTIVE_TRACT	CAL27_UPPER_AERODIGESTIVE_TRACT	called	1	1.98	0	0.5	2	1	0.09	1.93479233440203	1.03054191596684
OV7_OVARY	OV7_OVARY	called	1	1.88	0	0.53	2	1	0.15	1.97387773223045	0.947236670609078
SKNBE2_AUTONOMIC_GANGLIA	SKNBE2_AUTONOMIC_GANGLIA	called	1	1.96	0	0.51	2	1	0.08	1.82211880039051	1.07238512907667
SLR24_KIDNEY	SLR24_KIDNEY	called	1	1.88	0	0.53	2	1	0.27	1.63231621995538	1.07205707557214
HS571T_OVARY	HS571T_OVARY	called	1	2.42	1	0.41	2	1	0.12	2.29331874026418	1.04603954504846
HS852T_SKIN	HS852T_SKIN	called	1	2.14	0	0.47	8	1	0.03	2.05443321064389	1.05474147252387
LN235_CENTRAL_NERVOUS_SYSTEM	LN235_CENTRAL_NERVOUS_SYSTEM	called	0.96	4.03	2	0.24	2	0.98	0.41	3.97409596750778	1.0415358391165
U87MG_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	called	1	1.94	0	0.52	2	1	0.05	1.82211880039051	1.05559952224766
COLO849_SKIN	COLO849_SKIN	called	1	2.71	1	0.37	2	1	0.32	2.38691085352428	1.13407115267416
RH18_SOFT_TISSUE	RH18_SOFT_TISSUE	called	0.98	3.69	2	0.27	2	0.99	0.31	3.6691119750881	1.00779014189697
TC32_BONE	TC32_BONE	called	0.91	2.12	0	0.43	2	0.92	0	1.98513976160336	1.06043108606398
PANC0403_PANCREAS	PANC0403_PANCREAS	called	1	2.79	1	0.36	11	1	0.34	2.69123447234926	1.02444561330669
HN_UPPER_AERODIGESTIVE_TRACT	HN_UPPER_AERODIGESTIVE_TRACT	called	1	3.12	1	0.32	2	1	0.13	3.064854203293	1.02072114115053
HPAC_PANCREAS	HPAC_PANCREAS	called	1	2.88	1	0.35	2	1	0.11	2.53450917761785	1.11842817437074
PANC0203_PANCREAS	PANC0203_PANCREAS	called	1	3.52	1	0.28	14	1	0.43	3.38718773362133	0.995779823695489
MIAPACA2_PANCREAS	MIAPACA2_PANCREAS	called	1	2.84	2	0.35	2	1	0.2	2.63794445935415	1.05401368192609
HS695T_SKIN	HS695T_SKIN	called	1	2.6	1	0.39	10	1	0.2	2.29331874026418	1.1090452740396
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	2	1	0.05	1.85892804184634	1.05761121672544
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.95	0	0.51	8	1	0.05	2.01375270747048	0.976571706184153
SLR26_KIDNEY	SLR26_KIDNEY	called	1	1.83	0	0.55	2	1	0.28	1.66529119494589	1.05612230282439
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2	0	0.49	8	0.99	0.01	2.03388887853745	0.988603567531531
T3M10_LUNG	T3M10_LUNG	called	1	1.9	0	0.53	7	1	0.05	1.87761057926434	1.00793023715487
U118MG_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	called	0.98	5.2	2	0.19	2	0.99	0.47	4.80640625312506	1.05929187844211
PANC1_PANCREAS	PANC1_PANCREAS	called	1	2.82	1	0.35	2	1	0.41	2.63794445935415	1.04652242826674
ALEXANDERCELLS_LIVER	ALEXANDERCELLS_LIVER	called	1	2.54	1	0.39	2	1	0.2	2.45960311115695	1.03825765563296
DMS79_LUNG	DMS79_LUNG	called	1	3.56	1	0.28	15	1	0.2	3.25437420288967	1.0980256177466
NCIH1395_LUNG	NCIH1395_LUNG	called	0.97	2.73	1	0.36	2	0.98	0.14	2.66391619188986	1.02298194118374
MKN45_STOMACH	MKN45_STOMACH	called	1	1.85	0	0.54	2	1	0.04	1.76826705143374	1.06550461933634
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	3.11	1	0.32	2	0.99	0.05	2.85750727937528	1.09382270504041
PANC0813_PANCREAS	PANC0813_PANCREAS	called	1	2.52	1	0.4	2	1	0.24	2.31636697678109	1.07542406460992
RCC4_KIDNEY	RCC4_KIDNEY	called	1	1.83	0	0.55	2	1	0.18	2.07508060767412	0.876152297698133
NCIH28_PLEURA	NCIH28_PLEURA	called	1	3.94	1	0.25	2	1	0.19	3.81904350536634	1.02680976189164
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.04	0	0.49	2	1	0.07	1.95423732063594	1.04378643498063
SKRC31_KIDNEY	SKRC31_KIDNEY	called	0.99	2.04	0	0.48	2	0.99	0.16	1.97377837791065	1.01014808378264
RVH421_SKIN	RVH421_SKIN	called	1	3.2	1	0.31	2	1	0.38	3.00416602394643	1.04586204477021
COLO741_SKIN	COLO741_SKIN	called	1	1.77	0	0.56	2	1	0.43	1.63231621995538	1.08993283508415
KG1C_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	called	0.97	2.65	1	0.37	11	0.98	0.35	2.85707190997746	0.934041539660971
NCIH292_LUNG	NCIH292_LUNG	called	0.99	2.1	0	0.47	2	0.99	0.03	1.91544441105801	1.08944253960206
HS578T_BREAST	HS578T_BREAST	called	1	2.65	1	0.38	11	1	0.3	2.53450917761785	1.02886377288129
PANC0213_PANCREAS	PANC0213_PANCREAS	called	1	1.86	0	0.54	7	1	0.24	1.7332530178674	1.05001292859928
PANC0504_PANCREAS	PANC0504_PANCREAS	called	1	3.67	1	0.27	15	1	0.06	3.93535069547047	0.940365205800357
KLM1_PANCREAS	KLM1_PANCREAS	called	1	2.53	1	0.4	2	1	0.36	2.43512965128987	1.05456385629089
DMS53_LUNG	DMS53_LUNG	called	0.99	2.85	1	0.35	2	0.99	0.16	2.69109901017445	1.04989790610757
BICR22_UPPER_AERODIGESTIVE_TRACT	BICR22_UPPER_AERODIGESTIVE_TRACT	called	1	2.03	0	0.49	2	1	0.05	2.33964685192599	0.866733724796174
COLO205_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	called	1	3.34	1	0.3	2	1	0.18	3.35348465254902	1.006670778258
PATU8988T_PANCREAS	PATU8988T_PANCREAS	called	1	3.02	1	0.33	2	1	0.18	3.00416602394643	1.00383555998119
MDAMB157_BREAST	MDAMB157_BREAST	called	1	2.44	1	0.41	2	1	0.39	2.55998141832927	0.954884663039639
SW1783_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	called	1	1.89	0	0.53	2	1	0.51	1.7506725002961	1.05614056190938
LN382_CENTRAL_NERVOUS_SYSTEM	LN382_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.5	1	0.28	2	0.99	0.28	3.25421039530929	1.05310383879104
RDES_BONE	RDES_BONE	called	1	3.03	1	0.33	12	1	0.11	2.915379499977	1.03794742062759
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.98	1	0.33	2	0.99	0.26	2.91523275555487	1.03710851477062
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	4.2	1	0.24	2	0.99	0.08	4.05499585003046	1.03264142579105
MPP89_PLEURA	MPP89_PLEURA	called	0.99	2.33	1	0.42	2	0.99	0.17	2.61156501476061	0.894488830476455
HLC1_LUNG	HLC1_LUNG	called	0.99	2.36	1	0.42	2	0.99	0.35	2.31625038340673	1.01586923915925
PANC1005_PANCREAS	PANC1005_PANCREAS	called	1	1.78	0	0.56	2	1	0.08	1.7506725002961	1.03212677014307
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.97	2.91	1	0.34	2	0.98	0.1	2.8004980957019	1.04022423886827
SW900_LUNG	SW900_LUNG	called	1	2.72	1	0.37	2	1	0.44	2.36316069370579	1.1179706086833
SLR20_KIDNEY	SLR20_KIDNEY	called	0.97	2.96	1	0.33	2	0.98	0.17	2.88578596004421	1.02750714190923
HS294T_SKIN	HS294T_SKIN	called	1	3.07	1	0.33	2	1	0.6	2.915379499977	1.01396421145923
PL45_PANCREAS	PL45_PANCREAS	called	1	1.75	0	0.57	2	1	0.09	1.66529119494589	1.05610392959617
U138MG_CENTRAL_NERVOUS_SYSTEM	U138MG_CENTRAL_NERVOUS_SYSTEM	called	1	2.74	1	0.37	2	1	0.31	2.45960311115695	1.08168987797229
DMS273_LUNG	DMS273_LUNG	called	0.99	2.73	1	0.36	2	0.99	0.13	2.58557950868889	1.06402765882829
COLO800_SKIN	COLO800_SKIN	called	1	2.81	1	0.36	2	1	0.28	2.43512965128987	1.12797704522599
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.85	1	0.35	11	1	0.22	2.7731947639643	1.03204746117341
HCC364_LUNG	HCC364_LUNG	called	0.98	3.78	1	0.26	2	0.99	0.35	3.35331585628512	1.07835870639083
CH157MN_CENTRAL_NERVOUS_SYSTEM	CH157MN_CENTRAL_NERVOUS_SYSTEM	called	0.98	1.88	1	0.52	2	0.98	0.37	1.71565905029018	1.08012797395977
SW780_URINARY_TRACT	SW780_URINARY_TRACT	called	1	1.95	0	0.51	2	1	0.37	1.69893230861855	1.07980490100518
LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308_CENTRAL_NERVOUS_SYSTEM	called	1	3.48	1	0.29	2	1	0.16	3.45561346476268	0.996688414313777
COLO792_SKIN	COLO792_SKIN	called	0.98	3.68	1	0.27	2	0.99	0.34	3.81885127539	0.981028840462838
DETROIT562_UPPER_AERODIGESTIVE_TRACT	DETROIT562_UPPER_AERODIGESTIVE_TRACT	called	0.99	3.02	1	0.33	2	0.99	0.17	2.94453133183743	1.0142367355404
KCIMOH1_PANCREAS	KCIMOH1_PANCREAS	called	1	2.8	1	0.36	2	1	0.12	2.58570965931585	1.07977536428527
KATOIII_STOMACH	KATOIII_STOMACH	called	0.98	3.68	2	0.27	2	0.99	0.25	3.74323295369309	0.976706734171828
TOV112D_OVARY	TOV112D_OVARY	called	1	1.07	0	0.94	2	1	0.35	1.13882838332462	1.04171040769014
SW1271_LUNG	SW1271_LUNG	called	1	2.93	1	0.34	12	1	0.3	2.71828182845905	1.10323660486927
NCIH322_LUNG	NCIH322_LUNG	called	1	2.38	1	0.42	2	1	0.19	2.24790798667647	1.0475660510271
HCC2814_LUNG	HCC2814_LUNG	called	0.98	3.31	1	0.3	2	0.99	0.33	3.15803394335502	1.07138392093271
A1207_CENTRAL_NERVOUS_SYSTEM	A1207_CENTRAL_NERVOUS_SYSTEM	called	1	2.79	1	0.36	2	1	0.08	2.80106583469908	0.989060547474499
TE15_OESOPHAGUS	TE15_OESOPHAGUS	called	1	2.77	1	0.36	2	1	0.31	2.74560101501692	1.01297611175874
1321N1_CENTRAL_NERVOUS_SYSTEM	1321N1_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.45	2	0.29	2	0.99	0.24	3.03420566126007	1.10917643312837
GRM_SKIN	GRM_SKIN	called	1	2.88	1	0.35	2	1	0.11	2.71828182845905	1.05281062137454
PANC0327_PANCREAS	PANC0327_PANCREAS	called	1	3.32	1	0.3	2	1	0.37	3.03435839443568	1.06335201091813
T24_URINARY_TRACT	T24_URINARY_TRACT	called	0.98	3.65	2	0.27	2	0.99	0.35	3.9351526112198	0.917454149964596
U343_CENTRAL_NERVOUS_SYSTEM	U343_CENTRAL_NERVOUS_SYSTEM	called	0.99	2.91	1	0.34	2	0.99	0.13	2.88622570497723	1.01555699684552
